parameter,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat,index,par_type,item
theta,0.661,0.188,0.302,1.008,0.002,0.002,14316,12548,1,118,person,
theta,0.522,0.151,0.233,0.801,0.002,0.001,8836,12284,1,36,person,
theta,1.809,0.156,1.53,2.112,0.002,0.001,5344,11209,1,969,person,
theta,0.299,0.171,-0.026,0.617,0.002,0.001,11094,13301,1,33,person,
theta,0.177,0.165,-0.124,0.496,0.001,0.001,12201,12546,1,1175,person,
theta,1.358,0.155,1.077,1.663,0.002,0.001,6206,9997,1,417,person,
theta,-2.755,0.163,-3.068,-2.455,0.003,0.001,3386,7818,1,683,person,
theta,0.042,0.159,-0.272,0.328,0.001,0.001,11926,11493,1,131,person,
theta,-0.118,0.168,-0.445,0.19,0.002,0.001,11281,11907,1,409,person,
theta,0.734,0.17,0.409,1.045,0.002,0.001,9906,10683,1,221,person,
theta,0.483,0.156,0.191,0.773,0.002,0.001,10369,11645,1,225,person,
theta,0.907,0.166,0.598,1.22,0.002,0.001,9983,12331,1,604,person,
theta,0.066,0.194,-0.307,0.419,0.001,0.002,17538,12350,1,500,person,
theta,0.523,0.159,0.216,0.813,0.001,0.001,13738,12593,1,1165,person,
theta,-0.206,0.165,-0.52,0.098,0.001,0.001,12922,12767,1,910,person,
theta,0.49,0.184,0.139,0.836,0.002,0.002,13302,12339,1,153,person,
theta,-0.499,0.159,-0.791,-0.199,0.001,0.001,11329,12022,1,937,person,
theta,0.34,0.154,0.056,0.631,0.001,0.001,12361,12043,1,1093,person,
theta,0.188,0.169,-0.134,0.503,0.001,0.001,16195,13360,1,52,person,
theta,-2.633,0.153,-2.918,-2.345,0.003,0.001,3181,7607,1,596,person,
theta,0.298,0.163,-0.013,0.599,0.002,0.001,10649,12643,1,712,person,
theta,0.896,0.155,0.604,1.181,0.002,0.001,10041,11244,1,291,person,
theta,1.256,0.162,0.958,1.568,0.002,0.001,8367,10184,1,122,person,
theta,0.277,0.159,-0.034,0.564,0.002,0.001,10049,12562,1,671,person,
theta,0.727,0.166,0.422,1.039,0.002,0.001,11326,14440,1,515,person,
theta,0.862,0.17,0.551,1.182,0.002,0.001,11874,13314,1,1038,person,
theta,-0.267,0.177,-0.597,0.066,0.001,0.001,15807,13805,1,1126,person,
theta,-0.397,0.181,-0.729,-0.048,0.001,0.002,15238,12730,1,152,person,
theta,0.823,0.166,0.507,1.128,0.002,0.001,9618,9846,1,873,person,
theta,-0.696,0.162,-1.001,-0.392,0.002,0.001,9730,12505,1,491,person,
theta,-0.813,0.17,-1.134,-0.497,0.002,0.001,10020,11585,1,261,person,
theta,0.645,0.148,0.37,0.925,0.002,0.001,9283,11177,1,1046,person,
theta,-0.724,0.165,-1.027,-0.411,0.002,0.001,11640,11248,1,878,person,
theta,-1.241,0.175,-1.563,-0.903,0.002,0.001,10173,12094,1,392,person,
theta,-0.1,0.157,-0.391,0.197,0.001,0.001,11676,12717,1,1070,person,
theta,1.554,0.162,1.253,1.864,0.002,0.001,7520,11941,1,1069,person,
theta,-1.646,0.16,-1.943,-1.339,0.002,0.001,6201,10763,1,1170,person,
theta,0.656,0.153,0.371,0.95,0.002,0.001,8581,11761,1,16,person,
theta,0.19,0.156,-0.107,0.478,0.001,0.001,12284,11550,1,823,person,
theta,-0.444,0.174,-0.763,-0.109,0.002,0.001,12954,12984,1,962,person,
theta,0.885,0.166,0.581,1.197,0.002,0.001,9900,11776,1,373,person,
theta,0.412,0.155,0.126,0.711,0.002,0.001,10282,11414,1,1006,person,
theta,-1.156,0.178,-1.494,-0.824,0.002,0.001,8638,12670,1,1064,person,
theta,1.026,0.155,0.741,1.328,0.002,0.001,8241,11605,1,824,person,
theta,0.768,0.157,0.478,1.063,0.002,0.001,8527,11382,1,986,person,
theta,0.647,0.154,0.353,0.934,0.002,0.001,9758,12269,1,25,person,
theta,1.197,0.161,0.896,1.499,0.002,0.001,8678,11170,1,134,person,
theta,0.756,0.171,0.419,1.06,0.002,0.001,12163,12078,1,320,person,
theta,0.71,0.176,0.385,1.046,0.002,0.001,11782,13032,1,59,person,
theta,1.136,0.161,0.837,1.438,0.002,0.001,8736,11933,1,1166,person,
theta,0.565,0.169,0.247,0.887,0.002,0.001,11513,10852,1,447,person,
theta,0.304,0.186,-0.04,0.659,0.002,0.002,14329,12257,1,1171,person,
theta,-1.36,0.178,-1.689,-1.02,0.002,0.001,9713,12770,1,340,person,
theta,0.52,0.163,0.198,0.811,0.002,0.001,9589,12184,1,184,person,
theta,-2.756,0.165,-3.072,-2.447,0.003,0.001,3892,8939,1,1075,person,
theta,1.039,0.152,0.761,1.328,0.002,0.001,7863,11343,1,879,person,
theta,-0.133,0.164,-0.435,0.181,0.002,0.001,10869,11885,1,972,person,
theta,0.242,0.185,-0.096,0.593,0.002,0.001,13116,13762,1,358,person,
theta,-0.048,0.167,-0.36,0.265,0.002,0.001,11270,12441,1,297,person,
theta,-0.384,0.167,-0.703,-0.074,0.001,0.001,13390,12413,1,160,person,
theta,0.155,0.159,-0.142,0.455,0.001,0.001,11836,12084,1,391,person,
theta,1.306,0.163,0.998,1.612,0.002,0.001,7656,10823,1,128,person,
theta,0.36,0.171,0.053,0.691,0.002,0.001,11473,12307,1,1131,person,
theta,0.295,0.147,0.016,0.573,0.002,0.001,9592,12520,1,900,person,
theta,0.695,0.163,0.397,1.01,0.001,0.001,12005,12880,1,76,person,
theta,0.717,0.169,0.404,1.037,0.002,0.001,10193,13129,1,695,person,
theta,0.364,0.156,0.08,0.666,0.002,0.001,10662,11369,1,603,person,
theta,0.841,0.171,0.521,1.163,0.002,0.002,11285,9189,1,885,person,
theta,-0.307,0.151,-0.6,-0.033,0.002,0.001,10053,11506,1,7,person,
theta,0.788,0.164,0.481,1.094,0.002,0.001,10032,10992,1,50,person,
theta,0.914,0.147,0.642,1.197,0.002,0.001,7290,11138,1,1174,person,
theta,0.947,0.167,0.642,1.275,0.002,0.001,10150,12896,1,624,person,
theta,-2.458,0.153,-2.74,-2.163,0.003,0.001,3352,8787,1,696,person,
theta,0.899,0.167,0.575,1.204,0.002,0.001,10580,11515,1,275,person,
theta,-1.187,0.185,-1.535,-0.839,0.002,0.002,11557,12398,1,971,person,
theta,1.064,0.168,0.758,1.392,0.002,0.001,8374,11047,1,34,person,
theta,0.692,0.156,0.396,0.977,0.002,0.001,8986,9540,1,968,person,
theta,0.206,0.166,-0.108,0.517,0.001,0.001,12851,13102,1,1119,person,
theta,0.753,0.186,0.406,1.105,0.002,0.002,13542,12163,1,1186,person,
theta,1.327,0.155,1.033,1.617,0.002,0.001,7307,10451,1,195,person,
theta,0.985,0.162,0.675,1.289,0.002,0.001,9520,10717,1,1113,person,
theta,-1.128,0.152,-1.411,-0.842,0.002,0.001,8051,11298,1,284,person,
theta,0.325,0.156,0.032,0.615,0.002,0.001,10192,13320,1,859,person,
theta,-0.092,0.159,-0.392,0.203,0.002,0.001,11206,12385,1,132,person,
theta,0.781,0.155,0.484,1.066,0.002,0.001,9188,11562,1,13,person,
theta,0.816,0.159,0.515,1.113,0.002,0.001,10259,13005,1,919,person,
theta,0.649,0.157,0.36,0.951,0.002,0.001,9660,11811,1,701,person,
theta,0.406,0.171,0.089,0.735,0.001,0.001,13866,11834,1,1168,person,
theta,-0.489,0.162,-0.796,-0.187,0.002,0.001,11550,12543,1,1182,person,
theta,-0.779,0.159,-1.075,-0.48,0.002,0.001,10611,12862,1,529,person,
theta,-1.733,0.162,-2.038,-1.43,0.002,0.001,5647,10846,1,754,person,
theta,-0.146,0.163,-0.458,0.153,0.001,0.001,14110,11800,1,102,person,
theta,0.566,0.148,0.292,0.85,0.002,0.001,9306,11805,1,567,person,
theta,0.752,0.156,0.458,1.047,0.002,0.001,9575,12448,1,322,person,
theta,0.982,0.158,0.677,1.278,0.002,0.001,8806,10157,1,1067,person,
theta,1.363,0.151,1.078,1.646,0.002,0.001,6483,12022,1,426,person,
theta,-0.898,0.173,-1.224,-0.574,0.002,0.001,11089,12051,1,1138,person,
theta,0.649,0.157,0.349,0.939,0.002,0.001,9414,11451,1,171,person,
theta,0.692,0.156,0.392,0.978,0.001,0.001,10881,11781,1,945,person,
theta,-0.052,0.163,-0.354,0.256,0.002,0.001,11759,12888,1,101,person,
theta,-1.006,0.177,-1.328,-0.662,0.002,0.001,9189,11939,1,643,person,
theta,0.648,0.155,0.353,0.932,0.001,0.001,10711,11542,1,1009,person,
theta,0.155,0.173,-0.175,0.474,0.001,0.001,13703,12527,1,190,person,
theta,1.212,0.152,0.915,1.486,0.002,0.001,6881,10763,1,665,person,
theta,0.766,0.162,0.467,1.07,0.002,0.001,10352,11411,1,1077,person,
theta,0.94,0.153,0.642,1.216,0.002,0.001,7810,10901,1,280,person,
theta,0.7,0.158,0.4,0.992,0.002,0.001,9618,12949,1,636,person,
theta,-2.55,0.147,-2.838,-2.285,0.003,0.001,2938,7809,1,955,person,
theta,0.444,0.166,0.135,0.76,0.001,0.001,15722,12588,1,905,person,
theta,0.247,0.162,-0.055,0.558,0.002,0.001,11276,12803,1,1118,person,
theta,0.164,0.162,-0.145,0.463,0.001,0.001,11884,11697,1,239,person,
theta,1.531,0.159,1.229,1.821,0.002,0.001,6962,11377,1,650,person,
theta,0.368,0.168,0.054,0.68,0.002,0.001,12092,11523,1,583,person,
theta,1.203,0.162,0.893,1.498,0.002,0.001,8518,9838,1,731,person,
theta,0.736,0.165,0.437,1.061,0.002,0.001,9806,12814,1,114,person,
theta,0.795,0.153,0.511,1.09,0.002,0.001,9435,11825,1,700,person,
theta,0.863,0.154,0.578,1.152,0.002,0.001,10430,10854,1,568,person,
theta,0.704,0.165,0.395,1.014,0.001,0.001,13393,12285,1,354,person,
theta,-0.139,0.171,-0.452,0.187,0.002,0.001,11257,12424,1,481,person,
theta,0.515,0.161,0.213,0.82,0.002,0.001,10914,12634,1,991,person,
theta,0.168,0.168,-0.153,0.476,0.001,0.001,13490,12175,1,49,person,
theta,0.276,0.162,-0.024,0.581,0.001,0.001,11675,12044,1,86,person,
theta,1.143,0.163,0.84,1.455,0.002,0.001,8854,11722,1,533,person,
theta,1.015,0.157,0.717,1.307,0.002,0.001,8459,12387,1,645,person,
theta,-2.642,0.152,-2.927,-2.358,0.003,0.001,3306,7302,1,829,person,
theta,0.736,0.163,0.433,1.047,0.002,0.001,10388,13265,1,648,person,
theta,0.656,0.149,0.364,0.924,0.002,0.001,8267,10532,1,327,person,
theta,-0.629,0.171,-0.936,-0.296,0.002,0.001,10925,13044,1,548,person,
theta,1.576,0.167,1.267,1.894,0.002,0.001,6216,9872,1,458,person,
theta,0.497,0.151,0.21,0.777,0.002,0.001,9850,10814,1,110,person,
theta,-0.288,0.17,-0.608,0.029,0.002,0.001,12217,12132,1,397,person,
theta,0.385,0.165,0.07,0.695,0.001,0.001,12181,12124,1,336,person,
theta,-0.758,0.182,-1.106,-0.429,0.002,0.001,12814,11555,1,1016,person,
theta,0.587,0.152,0.307,0.873,0.002,0.001,8684,10398,1,1098,person,
theta,0.845,0.154,0.559,1.133,0.002,0.001,10182,11581,1,743,person,
theta,0.468,0.17,0.145,0.786,0.002,0.001,12567,11156,1,657,person,
theta,-0.072,0.177,-0.409,0.256,0.001,0.001,13984,12406,1,702,person,
theta,-0.29,0.171,-0.614,0.024,0.002,0.001,11692,13122,1,591,person,
theta,0.402,0.144,0.13,0.667,0.002,0.001,8312,12335,1,820,person,
theta,0.509,0.152,0.231,0.801,0.002,0.001,10100,12107,1,1157,person,
theta,0.79,0.169,0.48,1.108,0.002,0.001,10972,12946,1,793,person,
theta,0.741,0.169,0.425,1.058,0.002,0.001,11258,12752,1,211,person,
theta,0.799,0.156,0.494,1.086,0.002,0.001,8819,11325,1,236,person,
theta,-2.605,0.167,-2.918,-2.291,0.003,0.001,3895,9476,1,55,person,
theta,1.448,0.149,1.171,1.731,0.002,0.001,5933,10364,1,124,person,
theta,1.047,0.167,0.732,1.359,0.002,0.001,9486,12040,1,802,person,
theta,1.165,0.165,0.857,1.478,0.002,0.001,8960,11997,1,965,person,
theta,-0.563,0.164,-0.872,-0.256,0.002,0.001,10692,12208,1,28,person,
theta,-0.187,0.164,-0.488,0.123,0.001,0.001,11942,11785,1,666,person,
theta,0.448,0.169,0.122,0.762,0.002,0.001,12067,11851,1,453,person,
theta,0.271,0.17,-0.043,0.592,0.002,0.001,11562,11100,1,1162,person,
theta,0.697,0.156,0.397,0.984,0.001,0.001,11429,13880,1,580,person,
theta,-0.593,0.154,-0.884,-0.303,0.002,0.001,9840,12334,1,582,person,
theta,0.464,0.156,0.159,0.748,0.001,0.001,11596,12464,1,1184,person,
theta,0.622,0.182,0.269,0.95,0.002,0.001,12181,12521,1,267,person,
theta,0.959,0.169,0.64,1.272,0.002,0.001,10376,11347,1,995,person,
theta,-0.413,0.174,-0.727,-0.071,0.002,0.001,12717,12492,1,817,person,
theta,0.672,0.156,0.369,0.954,0.002,0.001,9607,11942,1,441,person,
theta,0.806,0.155,0.518,1.101,0.002,0.001,9075,12610,1,298,person,
theta,0.412,0.151,0.126,0.69,0.001,0.001,10570,12534,1,6,person,
theta,0.7,0.175,0.362,1.023,0.002,0.001,11129,12424,1,600,person,
theta,-1.142,0.175,-1.462,-0.808,0.002,0.001,10352,12617,1,0,person,
theta,-1.093,0.166,-1.407,-0.779,0.002,0.001,9781,11658,1,209,person,
theta,1.194,0.163,0.89,1.502,0.002,0.001,8431,12855,1,451,person,
theta,0.603,0.143,0.342,0.879,0.002,0.001,8021,11674,1,868,person,
theta,0.655,0.148,0.373,0.926,0.002,0.001,9393,11605,1,448,person,
theta,1.301,0.164,0.993,1.609,0.002,0.001,8648,11886,1,301,person,
theta,-0.03,0.156,-0.319,0.269,0.001,0.001,11417,10834,1,492,person,
theta,0.105,0.18,-0.233,0.445,0.001,0.002,14899,12785,1,176,person,
theta,-0.066,0.177,-0.396,0.263,0.001,0.001,14522,11918,1,835,person,
theta,-0.207,0.161,-0.504,0.097,0.002,0.001,9551,11560,1,893,person,
theta,1.026,0.163,0.726,1.334,0.002,0.001,9896,11493,1,901,person,
theta,-1.055,0.179,-1.396,-0.723,0.002,0.002,11423,11873,1,495,person,
theta,0.8,0.167,0.498,1.122,0.002,0.001,11274,13059,1,199,person,
theta,0.565,0.162,0.27,0.879,0.002,0.001,10268,12682,1,1025,person,
theta,0.409,0.164,0.107,0.713,0.002,0.001,10442,12306,1,1161,person,
theta,0.224,0.153,-0.058,0.513,0.001,0.001,11586,12524,1,282,person,
theta,0.251,0.16,-0.042,0.563,0.002,0.001,10209,10165,1,1013,person,
theta,0.908,0.157,0.616,1.204,0.002,0.001,8466,12812,1,722,person,
theta,-0.465,0.148,-0.745,-0.189,0.001,0.001,10147,10748,1,678,person,
theta,-0.438,0.175,-0.755,-0.1,0.001,0.001,14258,13339,1,214,person,
theta,-2.242,0.167,-2.559,-1.935,0.003,0.001,3970,10602,1,1102,person,
theta,-2.681,0.146,-2.94,-2.39,0.003,0.001,2234,7190,1,376,person,
theta,-0.084,0.165,-0.385,0.237,0.002,0.001,10865,11984,1,713,person,
theta,1.035,0.151,0.746,1.312,0.002,0.001,8567,11212,1,1128,person,
theta,-2.771,0.164,-3.09,-2.471,0.003,0.001,3593,8695,1,913,person,
theta,-0.155,0.17,-0.484,0.153,0.002,0.001,11742,12086,1,948,person,
theta,0.203,0.186,-0.162,0.543,0.001,0.002,15758,12823,1,825,person,
theta,-0.792,0.176,-1.122,-0.461,0.002,0.001,11639,12018,1,395,person,
theta,1.068,0.151,0.789,1.357,0.002,0.001,7177,8961,1,1139,person,
theta,-0.487,0.163,-0.793,-0.184,0.001,0.001,12965,12104,1,253,person,
theta,-1.631,0.161,-1.943,-1.336,0.002,0.001,5777,9960,1,551,person,
theta,-0.178,0.163,-0.491,0.119,0.001,0.001,11905,12456,1,315,person,
theta,1.269,0.164,0.95,1.567,0.002,0.001,8797,12068,1,388,person,
theta,0.348,0.182,0.014,0.696,0.002,0.002,12209,11348,1,138,person,
theta,-0.762,0.188,-1.117,-0.415,0.002,0.002,12893,11820,1,270,person,
theta,-0.008,0.156,-0.306,0.281,0.001,0.001,12334,11855,1,679,person,
theta,0.3,0.155,-0.003,0.575,0.002,0.001,10425,12259,1,408,person,
theta,0.435,0.153,0.147,0.718,0.001,0.001,10989,10827,1,1155,person,
theta,-0.495,0.162,-0.811,-0.203,0.002,0.001,11051,12914,1,653,person,
theta,0.703,0.158,0.406,1.003,0.001,0.001,11435,12898,1,763,person,
theta,1.176,0.152,0.895,1.468,0.002,0.001,7384,11832,1,809,person,
theta,0.779,0.145,0.502,1.044,0.002,0.001,7209,12062,1,24,person,
theta,0.767,0.15,0.485,1.049,0.002,0.001,8068,11732,1,1071,person,
theta,-0.785,0.199,-1.163,-0.419,0.002,0.002,15874,13896,1,852,person,
theta,-2.49,0.15,-2.767,-2.202,0.003,0.001,2681,9485,1,210,person,
theta,-0.573,0.19,-0.927,-0.214,0.002,0.001,13403,13085,1,1181,person,
theta,0.547,0.161,0.254,0.857,0.002,0.001,9739,12484,1,264,person,
theta,1.411,0.163,1.106,1.717,0.002,0.001,7208,10951,1,278,person,
theta,0.802,0.15,0.526,1.086,0.002,0.001,7498,10894,1,557,person,
theta,-1.648,0.17,-1.963,-1.326,0.002,0.001,6673,9534,1,254,person,
theta,-0.322,0.17,-0.651,-0.005,0.002,0.001,12295,11263,1,1123,person,
theta,-0.1,0.174,-0.424,0.229,0.002,0.001,12816,11992,1,1068,person,
theta,1.058,0.155,0.764,1.347,0.002,0.001,9260,11779,1,94,person,
theta,-1.039,0.172,-1.358,-0.71,0.002,0.001,8267,11153,1,113,person,
theta,-0.22,0.176,-0.549,0.117,0.002,0.001,12858,12435,1,1037,person,
theta,0.925,0.174,0.595,1.247,0.002,0.001,10790,12325,1,337,person,
theta,1.444,0.157,1.147,1.741,0.002,0.001,7371,10890,1,460,person,
theta,-0.264,0.179,-0.595,0.085,0.002,0.002,12668,11970,1,83,person,
theta,0.438,0.18,0.098,0.769,0.002,0.001,13353,13235,1,470,person,
theta,0.837,0.157,0.543,1.131,0.002,0.001,9377,11884,1,1012,person,
theta,1.161,0.149,0.886,1.444,0.002,0.001,7953,11957,1,800,person,
theta,-0.013,0.184,-0.357,0.333,0.002,0.001,14769,12829,1,1059,person,
theta,0.609,0.162,0.303,0.909,0.002,0.001,9428,12639,1,616,person,
theta,0.932,0.169,0.621,1.258,0.002,0.001,9459,11960,1,204,person,
theta,-0.589,0.183,-0.926,-0.24,0.002,0.002,13216,13256,1,69,person,
theta,0.374,0.157,0.077,0.666,0.002,0.001,10092,11668,1,294,person,
theta,0.546,0.162,0.254,0.86,0.002,0.001,10510,11984,1,324,person,
theta,-0.306,0.156,-0.586,-0.007,0.001,0.001,10900,11925,1,577,person,
theta,0.541,0.153,0.254,0.834,0.001,0.001,11194,11431,1,605,person,
theta,-2.369,0.162,-2.677,-2.072,0.002,0.001,4416,9280,1,243,person,
theta,0.692,0.151,0.409,0.974,0.002,0.001,8950,12845,1,1096,person,
theta,1.437,0.156,1.148,1.729,0.002,0.001,7453,10557,1,240,person,
theta,0.315,0.187,-0.024,0.669,0.001,0.002,16740,13125,1,108,person,
theta,-0.696,0.175,-1.026,-0.37,0.002,0.001,11459,12619,1,372,person,
theta,0.087,0.172,-0.238,0.414,0.001,0.001,14334,12363,1,617,person,
theta,0.374,0.163,0.063,0.675,0.002,0.001,10969,12236,1,1106,person,
theta,0.466,0.155,0.178,0.762,0.002,0.001,9808,12539,1,813,person,
theta,-0.687,0.205,-1.067,-0.298,0.002,0.002,15976,12281,1,100,person,
theta,-0.946,0.145,-1.218,-0.674,0.002,0.001,6917,10191,1,308,person,
theta,0.04,0.171,-0.275,0.375,0.002,0.001,12283,12748,1,231,person,
theta,0.303,0.168,-0.015,0.617,0.001,0.001,13320,11779,1,1024,person,
theta,1.113,0.158,0.815,1.404,0.002,0.001,9559,11708,1,767,person,
theta,-0.426,0.171,-0.763,-0.118,0.002,0.001,11899,12355,1,1008,person,
theta,-0.488,0.17,-0.816,-0.176,0.002,0.002,11550,11525,1,840,person,
theta,1.179,0.18,0.845,1.521,0.002,0.002,9695,10660,1,685,person,
theta,-0.569,0.15,-0.854,-0.292,0.002,0.001,9762,10995,1,357,person,
theta,1.235,0.161,0.938,1.534,0.002,0.001,6952,10875,1,708,person,
theta,0.724,0.16,0.417,1.019,0.002,0.001,10350,11585,1,346,person,
theta,0.303,0.175,-0.024,0.633,0.001,0.001,13797,12970,1,381,person,
theta,0.804,0.164,0.493,1.106,0.002,0.001,10459,12066,1,189,person,
theta,0.689,0.153,0.394,0.97,0.002,0.001,10043,10746,1,192,person,
theta,0.785,0.16,0.486,1.089,0.002,0.001,8772,12521,1,1090,person,
theta,-0.889,0.149,-1.151,-0.591,0.002,0.001,7126,10177,1,762,person,
theta,0.846,0.154,0.555,1.134,0.002,0.001,8365,11800,1,213,person,
theta,-0.144,0.158,-0.441,0.151,0.001,0.001,13018,11680,1,437,person,
theta,-0.298,0.161,-0.605,0,0.001,0.001,11988,11941,1,1183,person,
theta,0.08,0.156,-0.201,0.382,0.001,0.001,11871,12585,1,794,person,
theta,0.096,0.173,-0.226,0.422,0.002,0.001,12658,12075,1,880,person,
theta,-0.058,0.16,-0.364,0.239,0.002,0.001,10752,12822,1,622,person,
theta,0.825,0.168,0.512,1.142,0.002,0.002,11205,10152,1,1121,person,
theta,-0.084,0.175,-0.416,0.242,0.001,0.002,13757,11686,1,625,person,
theta,0.26,0.163,-0.047,0.568,0.002,0.001,11060,12658,1,1073,person,
theta,-0.555,0.159,-0.851,-0.254,0.002,0.001,9936,13114,1,188,person,
theta,0.016,0.161,-0.277,0.328,0.001,0.001,12461,12478,1,547,person,
theta,0.573,0.188,0.215,0.923,0.002,0.002,10942,11638,1,303,person,
theta,0.535,0.162,0.236,0.845,0.001,0.001,12880,11838,1,523,person,
theta,-0.31,0.173,-0.633,0.015,0.001,0.001,14025,12856,1,983,person,
theta,-0.3,0.173,-0.633,0.013,0.002,0.001,11492,11123,1,904,person,
theta,-2.397,0.165,-2.695,-2.078,0.002,0.001,4764,9820,1,907,person,
theta,-2.515,0.152,-2.796,-2.224,0.003,0.001,3434,6706,1,615,person,
theta,-0.095,0.159,-0.398,0.2,0.002,0.001,11071,12520,1,1072,person,
theta,0.726,0.178,0.408,1.077,0.002,0.001,10467,11884,1,1007,person,
theta,1.394,0.163,1.092,1.711,0.002,0.001,7744,11676,1,1177,person,
theta,0.071,0.155,-0.206,0.38,0.002,0.001,10675,12822,1,979,person,
theta,0.886,0.166,0.58,1.203,0.002,0.001,11120,11391,1,504,person,
theta,-0.353,0.186,-0.7,-0.001,0.001,0.002,16939,12333,1,85,person,
theta,-1.718,0.16,-2.018,-1.421,0.002,0.001,5934,11181,1,635,person,
theta,1.124,0.16,0.815,1.416,0.002,0.001,8544,10318,1,661,person,
theta,-1.952,0.154,-2.248,-1.672,0.002,0.001,5358,10201,1,1140,person,
theta,-0.435,0.182,-0.765,-0.079,0.002,0.002,12063,12433,1,47,person,
theta,-0.371,0.18,-0.698,-0.018,0.001,0.002,15739,12071,1,928,person,
theta,-0.098,0.164,-0.412,0.205,0.001,0.001,12911,13185,1,463,person,
theta,0.439,0.165,0.13,0.751,0.002,0.001,11920,13152,1,792,person,
theta,-0.388,0.168,-0.712,-0.086,0.001,0.001,13136,12395,1,351,person,
theta,0.337,0.154,0.051,0.628,0.002,0.001,9838,13163,1,1036,person,
theta,1.026,0.155,0.742,1.328,0.002,0.001,7535,11362,1,1193,person,
theta,0.267,0.175,-0.069,0.587,0.001,0.001,13794,12611,1,1179,person,
theta,1.512,0.159,1.203,1.805,0.002,0.001,6504,10487,1,744,person,
theta,0.718,0.158,0.423,1.013,0.002,0.001,9994,11599,1,396,person,
theta,0.23,0.154,-0.065,0.511,0.002,0.001,9923,11878,1,501,person,
theta,-0.138,0.18,-0.475,0.2,0.002,0.002,13569,11019,1,356,person,
theta,1.061,0.166,0.746,1.374,0.002,0.001,9825,12381,1,259,person,
theta,0.591,0.176,0.257,0.918,0.002,0.001,13514,12753,1,352,person,
theta,0.938,0.146,0.667,1.215,0.002,0.001,7483,11776,1,943,person,
theta,0.954,0.16,0.645,1.25,0.002,0.001,8874,11598,1,148,person,
theta,-0.258,0.17,-0.571,0.072,0.001,0.001,13782,11028,1,843,person,
theta,-0.272,0.191,-0.637,0.079,0.001,0.002,16808,11790,1,427,person,
theta,0.425,0.162,0.124,0.735,0.002,0.001,11060,10186,1,967,person,
theta,-2.755,0.164,-3.07,-2.456,0.003,0.001,3270,8671,1,1087,person,
theta,-0.686,0.184,-1.031,-0.341,0.002,0.002,11660,12049,1,235,person,
theta,-0.109,0.176,-0.436,0.227,0.001,0.002,14603,13124,1,561,person,
theta,0.398,0.17,0.083,0.722,0.002,0.001,12025,11523,1,1015,person,
theta,0.242,0.171,-0.082,0.564,0.001,0.001,15757,12390,1,1189,person,
theta,-1.083,0.179,-1.425,-0.758,0.002,0.001,10427,12144,1,1031,person,
theta,0.802,0.153,0.517,1.098,0.002,0.001,8808,12077,1,846,person,
theta,0.002,0.167,-0.307,0.32,0.002,0.001,12228,11944,1,814,person,
theta,1.216,0.165,0.912,1.529,0.002,0.001,9339,11209,1,167,person,
theta,-0.586,0.158,-0.885,-0.296,0.002,0.001,10093,12214,1,571,person,
theta,0.44,0.145,0.171,0.714,0.001,0.001,10841,12359,1,91,person,
theta,0.741,0.164,0.438,1.055,0.002,0.001,10494,11950,1,1154,person,
theta,1.448,0.148,1.174,1.735,0.002,0.001,6573,10414,1,347,person,
theta,0.253,0.157,-0.038,0.553,0.001,0.001,11703,12782,1,1023,person,
theta,0.194,0.172,-0.122,0.523,0.002,0.001,12331,12451,1,593,person,
theta,0.999,0.169,0.678,1.314,0.002,0.001,9346,11335,1,65,person,
theta,1.091,0.161,0.798,1.4,0.002,0.001,8274,12020,1,1163,person,
theta,1.228,0.165,0.92,1.54,0.002,0.001,8124,11593,1,229,person,
theta,1.255,0.174,0.927,1.586,0.002,0.001,9951,12239,1,911,person,
theta,1.185,0.164,0.882,1.499,0.002,0.001,7608,10032,1,861,person,
theta,1.287,0.148,1.011,1.572,0.002,0.001,7084,9925,1,1133,person,
theta,0.836,0.154,0.537,1.116,0.002,0.001,9679,11358,1,191,person,
theta,1.013,0.157,0.711,1.301,0.002,0.001,8379,10141,1,10,person,
theta,1.14,0.156,0.852,1.437,0.002,0.001,7837,12046,1,949,person,
theta,1.196,0.153,0.898,1.476,0.002,0.001,7546,11488,1,127,person,
theta,0.93,0.169,0.621,1.25,0.002,0.001,10350,12363,1,881,person,
theta,0.129,0.183,-0.204,0.481,0.001,0.002,17636,11603,1,502,person,
theta,1.135,0.154,0.845,1.424,0.002,0.001,8046,12032,1,468,person,
theta,0.281,0.194,-0.075,0.651,0.002,0.002,15350,12267,1,1115,person,
theta,1.256,0.156,0.959,1.547,0.002,0.001,7804,11271,1,223,person,
theta,0.666,0.182,0.325,1.01,0.002,0.001,13993,13510,1,319,person,
theta,0.483,0.178,0.156,0.821,0.002,0.001,11671,11472,1,697,person,
theta,1.21,0.164,0.912,1.526,0.002,0.001,9141,11724,1,436,person,
theta,0.317,0.176,-0.015,0.644,0.002,0.001,11853,12966,1,115,person,
theta,0.676,0.167,0.373,1,0.002,0.001,9996,12630,1,384,person,
theta,0.551,0.158,0.261,0.85,0.002,0.001,9567,11737,1,1081,person,
theta,0.121,0.159,-0.171,0.426,0.001,0.001,11837,11780,1,1027,person,
theta,1.572,0.162,1.261,1.873,0.002,0.001,7238,11021,1,667,person,
theta,0.056,0.153,-0.222,0.356,0.001,0.001,11507,11243,1,909,person,
